Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
17.01.2020;03:45;04:00;12.984,25;6.344,50;951,5
17.01.2020;04:00;04:15;13.183,50;6.605;1.026,25
17.01.2020;04:15;04:30;13.283,50;6.710,25;1.020,25
17.01.2020;04:30;04:45;13.401,25;6.887,50;968
17.01.2020;04:45;05:00;13.525,50;7.113,75;924,5
17.01.2020;05:00;05:15;13.806,25;7.422,50;794,25
17.01.2020;05:15;05:30;13.975,50;7.540;883,25
17.01.2020;05:30;05:45;14.276,25;7.882,25;897,25
17.01.2020;05:45;06:00;14.561,75;8.186,50;578,5
17.01.2020;06:00;06:15;15.292;8.756;384
17.01.2020;06:15;06:30;15.804,75;9.253,25;220,5
17.01.2020;06:30;06:45;16.249,50;9.688,25;223,25
17.01.2020;06:45;07:00;16.674,25;10.125,50;173,75
17.01.2020;07:00;07:15;17.256;10.750,50;101
17.01.2020;07:15;07:30;17.563,25;11.010;69
17.01.2020;07:30;07:45;17.838,50;11.293;55
17.01.2020;07:45;08:00;18.031,25;11.518,50;50
17.01.2020;08:00;08:15;18.212,50;11.723,50;703,5
17.01.2020;08:15;08:30;18.178;11.592;700,25
17.01.2020;08:30;08:45;18.182;11.491,50;692,75
17.01.2020;08:45;09:00;18.177;11.292,75;673,25
17.01.2020;09:00;09:15;18.065,50;10.998,50;528,5
17.01.2020;09:15;09:30;18.086,25;10.931;534
17.01.2020;09:30;09:45;18.187,75;10.802,75;537,25
17.01.2020;09:45;10:00;18.234,25;10.722,50;336,75
17.01.2020;10:00;10:15;18.198;10.500,50;21,25
17.01.2020;10:15;10:30;18.084,75;10.286,75;43,25
17.01.2020;10:30;10:45;18.129,50;10.263;37,25
17.01.2020;10:45;11:00;17.976,25;10.028,75;52,75
17.01.2020;11:00;11:15;18.065,75;10.177;44,25
17.01.2020;11:15;11:30;18.067,50;10.271;38,75
17.01.2020;11:30;11:45;17.881;10.155,25;42
17.01.2020;11:45;12:00;17.983,25;10.322,50;39,25
17.01.2020;12:00;12:15;17.865,25;10.321;50,75
17.01.2020;12:15;12:30;17.798,75;10.355;42,75
17.01.2020;12:30;12:45;17.657;10.366,25;34,75
17.01.2020;12:45;13:00;17.572,50;10.464,50;42
17.01.2020;13:00;13:15;17.593,25;10.588,75;25,25
17.01.2020;13:15;13:30;17.464,50;10.645;25
17.01.2020;13:30;13:45;17.356,50;10.667,25;118,75
17.01.2020;13:45;14:00;17.237,25;10.792;142,25
17.01.2020;14:00;14:15;17.214,50;11.012,75;113,25
17.01.2020;14:15;14:30;17.175,50;11.241,75;113
17.01.2020;14:30;14:45;17.122,50;11.428,50;113,75
17.01.2020;14:45;15:00;17.050,50;11.564,25;150
17.01.2020;15:00;15:15;17.070,25;11.810;67,25
17.01.2020;15:15;15:30;16.987,75;11.934,50;97,25
17.01.2020;15:30;15:45;16.970,25;12.054,75;94,5
17.01.2020;15:45;16:00;16.949,25;12.178;188,25
17.01.2020;16:00;16:15;17.113,75;12.416,50;518,75
17.01.2020;16:15;16:30;17.115,75;12.405,75;669,5
17.01.2020;16:30;16:45;17.218,75;12.369,25;648,25
17.01.2020;16:45;17:00;17.350,75;12.359;651
17.01.2020;17:00;17:15;17.572,75;12.484,50;663,5
17.01.2020;17:15;17:30;17.791,75;12.613,25;665,25
17.01.2020;17:30;17:45;17.866,50;12.635;659,5
17.01.2020;17:45;18:00;17.850,25;12.568,75;657,25
17.01.2020;18:00;18:15;17.693,50;12.293,75;669,75
17.01.2020;18:15;18:30;17.747;12.201,75;670,5
17.01.2020;18:30;18:45;17.684,50;11.983,75;654,75
17.01.2020;18:45;19:00;17.610,75;11.820,50;634
17.01.2020;19:00;19:15;17.474,50;11.566,75;298,75
17.01.2020;19:15;19:30;17.305;11.260,50;185
17.01.2020;19:30;19:45;17.184;11.003,75;199
17.01.2020;19:45;20:00;17.040,25;10.782,75;215
17.01.2020;20:00;20:15;16.599,75;10.262,50;74,75
17.01.2020;20:15;20:30;16.397,50;9.948,50;77,25
17.01.2020;20:30;20:45;16.103,50;9.460,75;182,25
17.01.2020;20:45;21:00;15.999;9.251;327,25
17.01.2020;21:00;21:15;15.917,25;9.014,25;167,5
17.01.2020;21:15;21:30;15.846,25;8.808;233
17.01.2020;21:30;21:45;15.645;8.560;298
17.01.2020;21:45;22:00;15.352;8.292,75;417,25
17.01.2020;22:00;22:15;15.224,75;8.319,50;102
17.01.2020;22:15;22:30;14.979;7.889,75;111,5
17.01.2020;22:30;22:45;14.772,50;7.626,25;133,75
17.01.2020;22:45;23:00;14.573;7.438,25;273,5
17.01.2020;23:00;23:15;14.335,50;7.172,75;38,5
17.01.2020;23:15;23:30;14.088;6.884,75;110,25
17.01.2020;23:30;23:45;13.947,50;6.760,75;159,75
17.01.2020;23:45;00:00;13.729,75;6.502,75;237,75
18.01.2020;00:00;00:15;13.440,50;6.198,50;362,25
18.01.2020;00:15;00:30;13.275;6.061;276,25
18.01.2020;00:30;00:45;13.199,25;5.965,25;346
18.01.2020;00:45;01:00;13.092,25;5.945,50;625,75
18.01.2020;01:00;01:15;12.895,75;5.774,50;488,75
18.01.2020;01:15;01:30;12.763,75;5.615,25;619,75
18.01.2020;01:30;01:45;12.707,75;5.559,25;725
18.01.2020;01:45;02:00;12.590,25;5.404,75;759,5
18.01.2020;02:00;02:15;12.502,75;5.307;857,5
18.01.2020;02:15;02:30;12.477,75;5.313,75;825,25
18.01.2020;02:30;02:45;12.391,75;5.302,75;804
18.01.2020;02:45;03:00;12.364,75;5.253,50;821,5
18.01.2020;03:00;03:15;12.387,75;5.311,25;688
18.01.2020;03:15;03:30;12.438;5.328,25;757,75
18.01.2020;03:30;03:45;12.442;5.484,25;700,75
18.01.2020;03:45;04:00;12.378,50;5.482,50;681
18.01.2020;04:00;04:15;12.394,50;5.537;709,5
18.01.2020;04:15;04:30;12.276,25;5.435;590,25
18.01.2020;04:30;04:45;12.273,75;5.515,25;631,5
18.01.2020;04:45;05:00;12.256,75;5.567;645,75
18.01.2020;05:00;05:15;12.359,50;5.723,50;733,5
18.01.2020;05:15;05:30;12.334,25;5.767,25;697,5
18.01.2020;05:30;05:45;12.301,75;5.787;634,75
18.01.2020;05:45;06:00;12.275;5.836,75;607,5
18.01.2020;06:00;06:15;12.381,25;5.826,50;780,25
18.01.2020;06:15;06:30;12.437,75;5.962,50;720
18.01.2020;06:30;06:45;12.468,50;6.042,75;581
18.01.2020;06:45;07:00;12.584;6.184,25;523,75
18.01.2020;07:00;07:15;13.018,25;6.609,75;279,75
18.01.2020;07:15;07:30;13.206,50;6.866,25;115,25
18.01.2020;07:30;07:45;13.408,75;7.181;44,75
18.01.2020;07:45;08:00;13.675,50;7.535,50;61,5
18.01.2020;08:00;08:15;14.036,25;7.868,75;116
18.01.2020;08:15;08:30;14.130,75;7.959,75;47,5
18.01.2020;08:30;08:45;14.336,50;8.251,50;100,25
18.01.2020;08:45;09:00;14.503,50;8.352,75;109
18.01.2020;09:00;09:15;14.696,50;8.440;69
18.01.2020;09:15;09:30;14.901;8.492,50;66,5
18.01.2020;09:30;09:45;15.019,75;8.545;82,5
18.01.2020;09:45;10:00;15.120,25;8.671,75;75
18.01.2020;10:00;10:15;15.179;8.715;105,75
18.01.2020;10:15;10:30;15.226,75;8.713,25;130,5
18.01.2020;10:30;10:45;15.318;8.720,75;108,5
18.01.2020;10:45;11:00;15.462,25;8.684,25;51
18.01.2020;11:00;11:15;15.516,75;8.599;22,25
18.01.2020;11:15;11:30;15.588,75;8.548,25;21,25
18.01.2020;11:30;11:45;15.672,25;8.473,25;21,5
18.01.2020;11:45;12:00;15.730,75;8.406;33
18.01.2020;12:00;12:15;15.636;8.277,50;27
18.01.2020;12:15;12:30;15.546;8.293,50;27
18.01.2020;12:30;12:45;15.495;8.403,75;10
18.01.2020;12:45;13:00;15.381,50;8.490,75;1,75
18.01.2020;13:00;13:15;15.317,25;8.481,50;24,75
18.01.2020;13:15;13:30;15.214;8.414,50;41,5
18.01.2020;13:30;13:45;15.148,50;8.406;28,75
18.01.2020;13:45;14:00;14.934,50;8.395,50;50,5
18.01.2020;14:00;14:15;14.905;8.600,25;322,75
18.01.2020;14:15;14:30;14.808,25;8.792,75;320,25
18.01.2020;14:30;14:45;14.693,75;9.133;199
18.01.2020;14:45;15:00;14.589,25;9.238;31,25
18.01.2020;15:00;15:15;14.540,25;9.379,75;107,5
18.01.2020;15:15;15:30;14.491,50;9.568,25;19
18.01.2020;15:30;15:45;14.471,25;9.723,50;2,25
18.01.2020;15:45;16:00;14.390;9.919,50;68,25
18.01.2020;16:00;16:15;14.450;10.144;63
18.01.2020;16:15;16:30;14.470,75;10.312,50;47,75
18.01.2020;16:30;16:45;14.624,50;10.505,25;43,5
18.01.2020;16:45;17:00;14.795,75;10.585,25;240,75
18.01.2020;17:00;17:15;15.107;10.952,25;656,75
18.01.2020;17:15;17:30;15.367;11.177,75;667,5
18.01.2020;17:30;17:45;15.558,75;11.413,75;667,25
18.01.2020;17:45;18:00;15.613;11.403,50;668,25
18.01.2020;18:00;18:15;15.620,50;11.323,75;678
18.01.2020;18:15;18:30;15.499;11.189;680
18.01.2020;18:30;18:45;15.473,50;11.068,25;676,5
18.01.2020;18:45;19:00;15.409,25;10.977,25;655,25
18.01.2020;19:00;19:15;15.304,25;10.890,75;665
18.01.2020;19:15;19:30;15.124,50;10.825,75;661
18.01.2020;19:30;19:45;14.987;10.684,75;651,75
18.01.2020;19:45;20:00;14.855,50;10.619,75;762
18.01.2020;20:00;20:15;14.571,75;10.361,75;760,25
18.01.2020;20:15;20:30;14.286,25;10.068,50;814,75
18.01.2020;20:30;20:45;14.070,75;9.957,75;823,75
18.01.2020;20:45;21:00;13.907;9.796,75;795,75
18.01.2020;21:00;21:15;13.707;9.615,25;238,75
18.01.2020;21:15;21:30;13.659,50;9.631,50;117,75
18.01.2020;21:30;21:45;13.544;9.499,50;97,25
18.01.2020;21:45;22:00;13.485;9.470;98,5
18.01.2020;22:00;22:15;13.593,50;9.691;137,75
18.01.2020;22:15;22:30;13.510,25;9.600,25;67
18.01.2020;22:30;22:45;13.272,50;9.420;43,75
18.01.2020;22:45;23:00;13.104,25;9.217,75;36,25
18.01.2020;23:00;23:15;12.890;9.043,50;69
18.01.2020;23:15;23:30;12.702,75;8.907,25;98,5
18.01.2020;23:30;23:45;12.589,75;8.741,75;137
18.01.2020;23:45;00:00;12.405,50;8.634,50;242
19.01.2020;00:00;00:15;12.164,75;8.516,75;83
19.01.2020;00:15;00:30;11.999,25;8.337,50;165,75
19.01.2020;00:30;00:45;11.845,25;8.187;235,75
19.01.2020;00:45;01:00;11.761,50;8.154;400,25
19.01.2020;01:00;01:15;11.638;8.066,25;550,75
19.01.2020;01:15;01:30;11.541;7.933,75;647
19.01.2020;01:30;01:45;11.440,50;7.818;687,75
19.01.2020;01:45;02:00;11.380;7.805,50;693,25
19.01.2020;02:00;02:15;11.317,50;7.750,50;780,75
19.01.2020;02:15;02:30;11.229;7.671,75;833,25
19.01.2020;02:30;02:45;11.221,25;7.710,25;851
19.01.2020;02:45;03:00;11.150,50;7.552;901,75
19.01.2020;03:00;03:15;11.073;7.482,75;805
19.01.2020;03:15;03:30;11.095,75;7.617,75;755,5
19.01.2020;03:30;03:45;11.116,25;7.734,25;698,25
19.01.2020;03:45;04:00;11.038,25;7.638,50;697
19.01.2020;04:00;04:15;11.150,75;7.745,50;837,75
19.01.2020;04:15;04:30;11.137,75;7.733,50;858,5
19.01.2020;04:30;04:45;11.126;7.637,25;842
19.01.2020;04:45;05:00;11.136,25;7.666,25;837,75
19.01.2020;05:00;05:15;11.127,75;7.647,75;827,75
19.01.2020;05:15;05:30;11.017,50;7.571,25;833,75
19.01.2020;05:30;05:45;10.968,75;7.550,25;851
19.01.2020;05:45;06:00;10.971,50;7.559,25;831
19.01.2020;06:00;06:15;10.868,25;7.474,50;787,75
19.01.2020;06:15;06:30;10.934,25;7.540;745,75
19.01.2020;06:30;06:45;11.026,50;7.580,25;657
19.01.2020;06:45;07:00;11.034;7.639,50;687
19.01.2020;07:00;07:15;11.259,75;7.903;667,5
19.01.2020;07:15;07:30;11.351,75;8.043,75;519,5
19.01.2020;07:30;07:45;11.432,25;8.117,75;335
19.01.2020;07:45;08:00;11.633,50;8.305,75;229
19.01.2020;08:00;08:15;11.863,75;8.472;181,25
19.01.2020;08:15;08:30;12.031,25;8.658,50;173,25
19.01.2020;08:30;08:45;12.253;8.925,75;76,5
19.01.2020;08:45;09:00;12.462,75;9.088,50;59,75
19.01.2020;09:00;09:15;12.731,25;9.340,75;55
19.01.2020;09:15;09:30;12.883,75;9.410,25;30,25
19.01.2020;09:30;09:45;13.041,75;9.377,50;3,75
19.01.2020;09:45;10:00;13.191,25;9.331;16,5
19.01.2020;10:00;10:15;13.360,25;9.403,25;22,25
19.01.2020;10:15;10:30;13.507;9.571;22
19.01.2020;10:30;10:45;13.577;9.685,75;22
19.01.2020;10:45;11:00;13.763,75;9.873,25;22
19.01.2020;11:00;11:15;13.894,75;9.954;24,5
19.01.2020;11:15;11:30;14.073,50;10.071,25;42
19.01.2020;11:30;11:45;14.198,25;10.175,25;41
19.01.2020;11:45;12:00;14.189,75;10.134,75;41
19.01.2020;12:00;12:15;14.208,50;10.152,50;69,25
19.01.2020;12:15;12:30;14.158,50;10.114,25;34,5
19.01.2020;12:30;12:45;14.122,25;10.042,75;34,25
19.01.2020;12:45;13:00;13.981,25;9.801,50;141,75
19.01.2020;13:00;13:15;13.867;9.669;102,5
19.01.2020;13:15;13:30;13.785,75;9.634,75;189,5
19.01.2020;13:30;13:45;13.732,75;9.577;275,25
19.01.2020;13:45;14:00;13.597,50;9.526,50;294,5
19.01.2020;14:00;14:15;13.399,50;9.380,75;354,75
19.01.2020;14:15;14:30;13.359,75;9.430,25;351
19.01.2020;14:30;14:45;13.253,50;9.483,75;251,75
19.01.2020;14:45;15:00;13.141;9.544,25;243
19.01.2020;15:00;15:15;13.231;9.817,50;242
19.01.2020;15:15;15:30;13.133;9.864;176
19.01.2020;15:30;15:45;13.097,75;10.005,75;53,25
19.01.2020;15:45;16:00;13.054;10.078;48,5
19.01.2020;16:00;16:15;13.142,50;10.247,25;120,25
19.01.2020;16:15;16:30;13.245;10.399,75;94
19.01.2020;16:30;16:45;13.425,50;10.564,50;69,25
19.01.2020;16:45;17:00;13.552;10.690;72
19.01.2020;17:00;17:15;13.967;11.067,25;91,75
19.01.2020;17:15;17:30;14.283,50;11.328;92,5
19.01.2020;17:30;17:45;14.449,50;11.462,50;82,5
19.01.2020;17:45;18:00;14.618,25;11.562;83,25
19.01.2020;18:00;18:15;14.737;11.677,75;171,5
19.01.2020;18:15;18:30;14.771,75;11.739;169,5
19.01.2020;18:30;18:45;14.702;11.749,75;172
19.01.2020;18:45;19:00;14.637;11.777,75;181,25
19.01.2020;19:00;19:15;14.582;11.720,25;156,25
19.01.2020;19:15;19:30;14.496,50;11.688,75;229,25
19.01.2020;19:30;19:45;14.389,50;11.677;234,75
19.01.2020;19:45;20:00;14.240,50;11.660,75;202
19.01.2020;20:00;20:15;14.044,25;11.530,50;34,75
19.01.2020;20:15;20:30;13.842;11.374,25;36,5
19.01.2020;20:30;20:45;13.698;11.231,75;35,75
19.01.2020;20:45;21:00;13.518,50;11.101;63
19.01.2020;21:00;21:15;13.462;11.143,50;66,5
19.01.2020;21:15;21:30;13.388;11.166,25;38,5
19.01.2020;21:30;21:45;13.326,75;11.192,75;43,5
19.01.2020;21:45;22:00;13.368;11.280,75;43,75
19.01.2020;22:00;22:15;13.524;11.451,50;33,25
19.01.2020;22:15;22:30;13.377,25;11.351,25;84
19.01.2020;22:30;22:45;13.210,25;11.223,25;87
19.01.2020;22:45;23:00;13.063;11.120;146,25
19.01.2020;23:00;23:15;12.818,50;10.937,75;115,5
19.01.2020;23:15;23:30;12.670,75;10.856;151,5
19.01.2020;23:30;23:45;12.421,50;10.618,50;169,5
19.01.2020;23:45;00:00;12.316,25;10.548,75;302,75
20.01.2020;00:00;00:15;12.086,75;10.350,75;319,5
20.01.2020;00:15;00:30;11.972;10.293,25;344
20.01.2020;00:30;00:45;11.948;10.353,50;441,25
20.01.2020;00:45;01:00;11.819,25;10.289,75;452
20.01.2020;01:00;01:15;11.756,75;10.266,75;480,25
20.01.2020;01:15;01:30;11.604,25;10.160,50;536
20.01.2020;01:30;01:45;11.649;10.249,75;555,25
20.01.2020;01:45;02:00;11.541,25;10.164;621,75
20.01.2020;02:00;02:15;11.510,25;10.184,75;632
20.01.2020;02:15;02:30;11.439,75;10.150;693
20.01.2020;02:30;02:45;11.460;10.155,25;683,25
20.01.2020;02:45;03:00;11.477,75;10.136,50;669,75
20.01.2020;03:00;03:15;11.498,25;10.138,75;826,25
20.01.2020;03:15;03:30;11.539;10.179,25;847,5
20.01.2020;03:30;03:45;11.685,25;10.319,75;832,5
20.01.2020;03:45;04:00;11.759;10.393,50;874,5
20.01.2020;04:00;04:15;11.894,25;10.512;803,25
20.01.2020;04:15;04:30;12.016,50;10.604,50;833,5
20.01.2020;04:30;04:45;12.177;10.726,75;874,25
20.01.2020;04:45;05:00;12.353;10.846;945,5
20.01.2020;05:00;05:15;12.729,25;11.223,25;750,5
20.01.2020;05:15;05:30;12.900;11.422,25;682,25
20.01.2020;05:30;05:45;13.202,50;11.745;526
20.01.2020;05:45;06:00;13.646;12.157,50;381,25
20.01.2020;06:00;06:15;14.454,25;12.924,50;160,75
20.01.2020;06:15;06:30;15.074;13.520,75;45,25
20.01.2020;06:30;06:45;15.680,50;14.112;28,75
20.01.2020;06:45;07:00;16.125;14.531,50;62,5
20.01.2020;07:00;07:15;16.622,75;14.993;428
20.01.2020;07:15;07:30;16.918,50;15.279,25;494,25
20.01.2020;07:30;07:45;17.166,75;15.535,25;487,25
20.01.2020;07:45;08:00;17.363,75;15.746;488
20.01.2020;08:00;08:15;17.577;15.993;597,75
20.01.2020;08:15;08:30;17.668;16.079,25;651,5
20.01.2020;08:30;08:45;17.746,25;16.086,25;656,5
20.01.2020;08:45;09:00;17.702,25;15.913;607,25
20.01.2020;09:00;09:15;17.640,25;15.681,25;659,25
20.01.2020;09:15;09:30;17.657,50;15.500,50;653,25
20.01.2020;09:30;09:45;17.754,75;15.420;653
20.01.2020;09:45;10:00;17.849,50;15.324,50;653,5
20.01.2020;10:00;10:15;17.809,25;15.061,25;436,5
20.01.2020;10:15;10:30;17.867,50;14.904,75;446
20.01.2020;10:30;10:45;17.940,25;14.743,75;451
20.01.2020;10:45;11:00;18.018,75;14.679,25;475,5
20.01.2020;11:00;11:15;18.037,75;14.576,75;119,75
20.01.2020;11:15;11:30;18.071,75;14.526,75;137
20.01.2020;11:30;11:45;18.057;14.441,25;100
20.01.2020;11:45;12:00;18.008,50;14.257,50;124,75
20.01.2020;12:00;12:15;17.944,50;14.089,25;40,5
20.01.2020;12:15;12:30;17.917,25;13.987,50;31,75
20.01.2020;12:30;12:45;17.961,25;14.010,75;32
20.01.2020;12:45;13:00;17.975,25;13.963,50;32,25
20.01.2020;13:00;13:15;18.029,50;14.040,25;61
20.01.2020;13:15;13:30;17.967,25;13.983,50;66,25
20.01.2020;13:30;13:45;17.866,25;13.935,75;61,75
20.01.2020;13:45;14:00;17.684,25;13.788,50;106,5
20.01.2020;14:00;14:15;17.587;13.765,25;111,25
20.01.2020;14:15;14:30;17.609;13.869;93,25
20.01.2020;14:30;14:45;17.552,75;13.920;112,5
20.01.2020;14:45;15:00;17.523,50;14.058,50;84
20.01.2020;15:00;15:15;17.533,75;14.240,75;81
20.01.2020;15:15;15:30;17.464,50;14.281;80
20.01.2020;15:30;15:45;17.456,50;14.431,25;56,75
20.01.2020;15:45;16:00;17.397,50;14.509,75;62,25
20.01.2020;16:00;16:15;17.353,75;14.605,25;759,25
20.01.2020;16:15;16:30;17.386,75;14.693,75;786,5
20.01.2020;16:30;16:45;17.546,25;14.876,50;684,75
20.01.2020;16:45;17:00;17.739;15.039;660,75
20.01.2020;17:00;17:15;17.913,25;15.060,25;651,75
20.01.2020;17:15;17:30;18.248;15.264;643,5
20.01.2020;17:30;17:45;18.387,50;15.304,25;636
20.01.2020;17:45;18:00;18.446,50;15.278,50;656,75
20.01.2020;18:00;18:15;18.371,75;15.116;596,25
20.01.2020;18:15;18:30;18.378;15.076,50;587,75
20.01.2020;18:30;18:45;18.355,25;14.934;591
20.01.2020;18:45;19:00;18.291,25;14.788,75;614,25
20.01.2020;19:00;19:15;18.176,50;14.621;348,25
20.01.2020;19:15;19:30;18.050,25;14.426;342
20.01.2020;19:30;19:45;17.916,50;14.215;330
20.01.2020;19:45;20:00;17.699,75;13.947;310,5
20.01.2020;20:00;20:15;17.341,25;13.563,25;161,25
20.01.2020;20:15;20:30;17.105;13.309,25;49,75
20.01.2020;20:30;20:45;16.872,50;13.066,25;44
20.01.2020;20:45;21:00;16.724,75;12.898,50;48,25
20.01.2020;21:00;21:15;16.518,25;12.669,75;57
20.01.2020;21:15;21:30;16.382,25;12.455,25;62,75
20.01.2020;21:30;21:45;16.096,25;12.122,50;110,25
20.01.2020;21:45;22:00;15.896,50;11.881,75;189,75
20.01.2020;22:00;22:15;15.855,25;11.810,50;116
20.01.2020;22:15;22:30;15.688;11.582,75;135
20.01.2020;22:30;22:45;15.381,75;11.260,50;227
20.01.2020;22:45;23:00;15.117,75;11.056,25;218,75
20.01.2020;23:00;23:15;14.880;10.830,25;117,25
20.01.2020;23:15;23:30;14.665,25;10.595,25;168,5
20.01.2020;23:30;23:45;14.535;10.430,50;315,75
20.01.2020;23:45;00:00;14.428;10.285,75;280,25
21.01.2020;00:00;00:15;14.122,50;9.937,75;308
21.01.2020;00:15;00:30;13.941,25;9.684,25;458,75
21.01.2020;00:30;00:45;13.801,50;9.460,50;376
21.01.2020;00:45;01:00;13.766;9.375,25;294,5
21.01.2020;01:00;01:15;13.546,50;9.115,50;248,75
21.01.2020;01:15;01:30;13.476;8.987,50;303,75
21.01.2020;01:30;01:45;13.517,75;9.021,50;426,25
21.01.2020;01:45;02:00;13.477;8.930;506,5
21.01.2020;02:00;02:15;13.369,75;8.809,75;618
21.01.2020;02:15;02:30;13.328,75;8.798;677,5
21.01.2020;02:30;02:45;13.321,25;8.823,25;702,5
21.01.2020;02:45;03:00;13.348;8.838;674,25
21.01.2020;03:00;03:15;13.359;8.830,75;673,75
21.01.2020;03:15;03:30;13.336,50;8.838,25;764,25
21.01.2020;03:30;03:45;13.368,25;8.800,75;763,5
21.01.2020;03:45;04:00;13.395,75;8.798,25;781,25
21.01.2020;04:00;04:15;13.583,75;8.917,75;771
21.01.2020;04:15;04:30;13.693,25;8.963,25;780
21.01.2020;04:30;04:45;13.873,50;9.101,50;621,75
21.01.2020;04:45;05:00;13.996;9.224;558,75
21.01.2020;05:00;05:15;14.299,25;9.602;469,25
21.01.2020;05:15;05:30;14.451,50;9.800,25;481,75
21.01.2020;05:30;05:45;14.704,25;10.044,75;529,25
21.01.2020;05:45;06:00;15.006,75;10.288,25;487,5
21.01.2020;06:00;06:15;15.777,25;11.036,25;182,25
21.01.2020;06:15;06:30;16.113;11.342,75;5
21.01.2020;06:30;06:45;16.641;11.817;2,5
21.01.2020;06:45;07:00;17.122,75;12.258,75;6
21.01.2020;07:00;07:15;17.617;12.737;142,75
21.01.2020;07:15;07:30;17.872;13.028,75;141,5
21.01.2020;07:30;07:45;18.059,50;13.230,75;159,75
21.01.2020;07:45;08:00;18.224,50;13.430,75;141
21.01.2020;08:00;08:15;18.403,50;13.642;654,5
21.01.2020;08:15;08:30;18.438;13.704,50;660,5
21.01.2020;08:30;08:45;18.447,25;13.672,25;649,75
21.01.2020;08:45;09:00;18.452,25;13.603,50;679,75
21.01.2020;09:00;09:15;18.297,25;13.296,50;139,25
21.01.2020;09:15;09:30;18.308,50;13.150;163,75
21.01.2020;09:30;09:45;18.290,25;13.045,25;162,25
21.01.2020;09:45;10:00;18.346,50;12.881,25;142,75
21.01.2020;10:00;10:15;18.249;12.609,75;29,75
21.01.2020;10:15;10:30;18.302,25;12.590,25;31,5
21.01.2020;10:30;10:45;18.322,25;12.435,25;28,25
21.01.2020;10:45;11:00;18.365,75;12.342;28,5
21.01.2020;11:00;11:15;18.323;12.242,75;12,75
21.01.2020;11:15;11:30;18.366,50;12.259,75;13
21.01.2020;11:30;11:45;18.375,75;12.245,50;13,25
21.01.2020;11:45;12:00;18.334,50;12.191,25;13
21.01.2020;12:00;12:15;18.150,75;12.019,25;13,25
21.01.2020;12:15;12:30;18.118,25;12.021,75;13,5
21.01.2020;12:30;12:45;18.090,75;12.029;28,25
21.01.2020;12:45;13:00;18.030;12.095;33
21.01.2020;13:00;13:15;18.049,75;12.193,25;15,75
21.01.2020;13:15;13:30;17.949;12.213,50;22,25
21.01.2020;13:30;13:45;17.849,50;12.222,75;51
21.01.2020;13:45;14:00;17.701,75;12.190,50;95,5
21.01.2020;14:00;14:15;17.694,50;12.309;227,5
21.01.2020;14:15;14:30;17.617;12.486;241,25
21.01.2020;14:30;14:45;17.619,75;12.778;102
21.01.2020;14:45;15:00;17.571;13.018;63,25
21.01.2020;15:00;15:15;17.575,75;13.271,50;64,75
21.01.2020;15:15;15:30;17.505,25;13.418,75;27,75
21.01.2020;15:30;15:45;17.506,50;13.707,25;31,75
21.01.2020;15:45;16:00;17.480;13.979,75;123,5
21.01.2020;16:00;16:15;17.450,50;14.165,50;259,75
21.01.2020;16:15;16:30;17.403,75;14.251,50;245
21.01.2020;16:30;16:45;17.499,25;14.444,25;244,25
21.01.2020;16:45;17:00;17.722,25;14.702,25;242
21.01.2020;17:00;17:15;18.068,25;14.946;545
21.01.2020;17:15;17:30;18.388,50;15.135,75;592,75
21.01.2020;17:30;17:45;18.623,25;15.285,75;587,25
21.01.2020;17:45;18:00;18.724,25;15.343;571
21.01.2020;18:00;18:15;18.669,25;15.178;553,5
21.01.2020;18:15;18:30;18.634;15.117,50;572
21.01.2020;18:30;18:45;18.612,25;14.996,50;585,75
21.01.2020;18:45;19:00;18.573;14.913;633,25
21.01.2020;19:00;19:15;18.384,25;14.719,25;587,75
21.01.2020;19:15;19:30;18.287;14.632;575,75
21.01.2020;19:30;19:45;18.065,75;14.418,50;502
21.01.2020;19:45;20:00;17.904,25;14.239,50;500
21.01.2020;20:00;20:15;17.563,50;13.906,75;205,75
21.01.2020;20:15;20:30;17.362;13.716;197,75
21.01.2020;20:30;20:45;17.106,50;13.517,25;210,25
21.01.2020;20:45;21:00;16.950,50;13.392;176,75
21.01.2020;21:00;21:15;16.702,50;13.184,50;90,75
21.01.2020;21:15;21:30;16.556,25;13.055,50;90,5
21.01.2020;21:30;21:45;16.326,50;12.785,25;61,25
21.01.2020;21:45;22:00;16.074,50;12.535;134,5
21.01.2020;22:00;22:15;16.014,50;12.491,50;97
21.01.2020;22:15;22:30;15.839,25;12.338,75;107,5
21.01.2020;22:30;22:45;15.595,75;12.025,75;148,5
21.01.2020;22:45;23:00;15.396,25;11.781,50;123
21.01.2020;23:00;23:15;15.095;11.427,50;136,25
21.01.2020;23:15;23:30;14.907,25;11.175;289,75
21.01.2020;23:30;23:45;14.737,75;10.977,75;290,25
21.01.2020;23:45;00:00;14.567,50;10.761,25;339,75
22.01.2020;00:00;00:15;14.356,75;10.494,50;227,75
22.01.2020;00:15;00:30;14.235,25;10.329,50;193,5
22.01.2020;00:30;00:45;14.134,50;10.306,75;366,25
22.01.2020;00:45;01:00;13.998,50;10.195,25;500,75
22.01.2020;01:00;01:15;13.854,50;10.067,25;598,25
22.01.2020;01:15;01:30;13.733;9.972,25;688
22.01.2020;01:30;01:45;13.744,25;9.901,75;707
